ID,groupe,Y_qualite, Z_qualite, couleur,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
1523,train,5,OK,rouge,6.1,0.32,0.25,2.30,0.071,23.0,58,0.99633,3.42,0.97,10.60
1524,train,5,OK,rouge,6.8,0.48,0.25,2.00,0.076,29.0,61,0.99530,3.34,0.60,10.40
1525,validate,6,OK,rouge,6.0,0.42,0.19,2.00,0.075,22.0,47,0.99522,3.39,0.78,10.00
1526,train,5,OK,rouge,6.7,0.48,0.08,2.10,0.064,18.0,34,0.99552,3.33,0.64,9.70
1527,train,6,OK,rouge,6.8,0.47,0.08,2.20,0.064,18.0,38,0.99553,3.30,0.65,9.60
1528,train,6,OK,rouge,7.1,0.53,0.07,1.70,0.071,15.0,24,0.99510,3.29,0.66,10.80
1529,validate,6,OK,rouge,7.9,0.29,0.49,2.20,0.096,21.0,59,0.99714,3.31,0.67,10.10
1530,test,6,OK,rouge,7.1,0.69,0.08,2.10,0.063,42.0,52,0.99608,3.42,0.60,10.20
1531,test,6,OK,rouge,6.6,0.44,0.09,2.20,0.063,9.0,18,0.99444,3.42,0.69,11.30
1532,train,5,OK,rouge,6.1,0.71,0.10,2.80,0.081,13.0,28,0.99631,3.60,0.66,10.20
1533,train,6,OK,rouge,7.2,0.53,0.13,2.00,0.058,18.0,22,0.99573,3.21,0.68,9.90
1534,train,5,OK,rouge,8.0,0.39,0.30,1.90,0.074,32.0,84,0.99717,3.39,0.61,9.00
1535,train,7,Bon,rouge,6.6,0.56,0.14,2.40,0.064,13.0,29,0.99397,3.42,0.62,11.70
1536,test,6,OK,rouge,7.0,0.55,0.13,2.20,0.075,15.0,35,0.99590,3.36,0.59,9.70
1537,train,6,OK,rouge,6.1,0.53,0.08,1.90,0.077,24.0,45,0.99528,3.60,0.68,10.30
1538,test,6,OK,rouge,5.4,0.58,0.08,1.90,0.059,20.0,31,0.99484,3.50,0.64,10.20
1539,train,5,OK,rouge,6.2,0.64,0.09,2.50,0.081,15.0,26,0.99538,3.57,0.63,12.00
1540,train,5,OK,rouge,7.2,0.39,0.32,1.80,0.065,34.0,60,0.99714,3.46,0.78,9.90
1541,test,6,OK,rouge,6.2,0.52,0.08,4.40,0.071,11.0,32,0.99646,3.56,0.63,11.60
1542,test,7,Bon,rouge,7.4,0.25,0.29,2.20,0.054,19.0,49,0.99666,3.40,0.76,10.90
1543,test,6,OK,rouge,6.7,0.86,0.02,1.90,0.064,29.0,38,0.99472,3.30,0.56,10.75
1544,test,6,OK,rouge,11.1,0.44,0.42,2.20,0.064,14.0,19,0.99758,3.25,0.57,10.40
1545,train,7,Bon,rouge,8.4,0.37,0.43,2.30,0.063,12.0,19,0.99550,3.17,0.81,11.20
1546,test,6,OK,rouge,6.5,0.63,0.33,1.80,0.059,16.0,28,0.99531,3.36,0.64,10.10
1547,test,5,OK,rouge,7.0,0.57,0.02,2.00,0.072,17.0,26,0.99575,3.36,0.61,10.20
1548,test,5,OK,rouge,6.3,0.60,0.10,1.60,0.048,12.0,26,0.99306,3.55,0.51,12.10
1549,train,5,OK,rouge,11.2,0.40,0.50,2.00,0.099,19.0,50,0.99783,3.10,0.58,10.40
1550,test,8,Bon,rouge,7.4,0.36,0.30,1.80,0.074,17.0,24,0.99419,3.24,0.70,11.40
1551,validate,5,OK,rouge,7.1,0.68,0.00,2.30,0.087,17.0,26,0.99783,3.45,0.53,9.50
1552,train,5,OK,rouge,7.1,0.67,0.00,2.30,0.083,18.0,27,0.99768,3.44,0.54,9.40
1553,train,6,OK,rouge,6.3,0.68,0.01,3.70,0.103,32.0,54,0.99586,3.51,0.66,11.30
1554,train,5,OK,rouge,7.3,0.74,0.00,2.20,0.080,18.0,28,0.99765,3.41,0.60,9.40
1555,test,6,OK,rouge,6.6,0.86,0.02,2.40,0.062,15.0,23,0.99627,3.54,0.60,11.00
1556,train,7,Bon,rouge,7.0,0.56,0.17,1.70,0.065,15.0,24,0.99514,3.44,0.68,10.55
1557,train,5,OK,rouge,6.6,0.88,0.04,2.20,0.066,12.0,20,0.99636,3.53,0.56,9.90
1558,train,6,OK,rouge,6.6,0.86,0.02,2.40,0.062,15.0,23,0.99627,3.54,0.60,11.00
1559,validate,5,OK,rouge,6.9,0.63,0.33,6.70,0.235,66.0,115,0.99787,3.22,0.56,9.50
1560,train,5,OK,rouge,7.8,0.60,0.26,2.00,0.080,31.0,131,0.99622,3.21,0.52,9.90
1561,validate,5,OK,rouge,7.8,0.60,0.26,2.00,0.080,31.0,131,0.99622,3.21,0.52,9.90
1562,test,5,OK,rouge,7.8,0.60,0.26,2.00,0.080,31.0,131,0.99622,3.21,0.52,9.90
1563,train,5,OK,rouge,7.2,0.70,0.13,2.00,0.076,12.0,20,0.99546,3.29,0.54,10.10
1564,test,5,OK,rouge,7.2,0.70,0.13,2.00,0.076,12.0,20,0.99546,3.29,0.54,10.10
1565,validate,5,OK,rouge,7.2,0.70,0.13,2.00,0.076,12.0,20,0.99546,3.29,0.54,10.10
1566,train,6,OK,rouge,6.7,0.67,0.02,1.90,0.061,26.0,42,0.99489,3.39,0.82,10.90
1567,train,6,OK,rouge,6.7,0.16,0.64,2.10,0.059,24.0,52,0.99494,3.34,0.71,11.20
1568,train,5,OK,rouge,7.2,0.70,0.13,2.00,0.076,12.0,20,0.99546,3.29,0.54,10.10
1569,test,5,OK,rouge,7.0,0.56,0.13,1.60,0.077,25.0,42,0.99629,3.34,0.59,9.20
1570,train,6,OK,rouge,6.2,0.51,0.14,1.90,0.056,15.0,34,0.99396,3.48,0.57,11.50
1571,train,6,OK,rouge,6.4,0.36,0.53,2.20,0.230,19.0,35,0.99340,3.37,0.93,12.40
1572,train,6,OK,rouge,6.4,0.38,0.14,2.20,0.038,15.0,25,0.99514,3.44,0.65,11.10
1573,train,5,OK,rouge,7.3,0.69,0.32,2.20,0.069,35.0,104,0.99632,3.33,0.51,9.50
1574,train,6,OK,rouge,6.0,0.58,0.20,2.40,0.075,15.0,50,0.99467,3.58,0.67,12.50
1575,train,6,OK,rouge,5.6,0.31,0.78,13.90,0.074,23.0,92,0.99677,3.39,0.48,10.50
1576,train,6,OK,rouge,7.5,0.52,0.40,2.20,0.060,12.0,20,0.99474,3.26,0.64,11.80
1577,test,6,OK,rouge,8.0,0.30,0.63,1.60,0.081,16.0,29,0.99588,3.30,0.78,10.80
1578,train,6,OK,rouge,6.2,0.70,0.15,5.10,0.076,13.0,27,0.99622,3.54,0.60,11.90
1579,train,6,OK,rouge,6.8,0.67,0.15,1.80,0.118,13.0,20,0.99540,3.42,0.67,11.30
1580,validate,5,OK,rouge,6.2,0.56,0.09,1.70,0.053,24.0,32,0.99402,3.54,0.60,11.30
1581,train,6,OK,rouge,7.4,0.35,0.33,2.40,0.068,9.0,26,0.99470,3.36,0.60,11.90
1582,train,5,OK,rouge,6.2,0.56,0.09,1.70,0.053,24.0,32,0.99402,3.54,0.60,11.30
1583,test,5,OK,rouge,6.1,0.72,0.10,2.60,0.053,13.0,27,0.99362,3.57,0.50,11.90
1584,test,5,OK,rouge,6.2,0.46,0.29,2.10,0.074,32.0,98,0.99578,3.33,0.62,9.80
1585,validate,7,Bon,rouge,6.7,0.32,0.44,2.40,0.061,24.0,34,0.99484,3.29,0.80,11.60
1586,test,6,OK,rouge,7.2,0.39,0.44,2.60,0.066,22.0,48,0.99494,3.30,0.84,11.50
1587,train,6,OK,rouge,7.5,0.31,0.41,2.40,0.065,34.0,60,0.99492,3.34,0.85,11.40
1588,validate,6,OK,rouge,5.8,0.61,0.11,1.80,0.066,18.0,28,0.99483,3.55,0.66,10.90
1589,train,6,OK,rouge,7.2,0.66,0.33,2.50,0.068,34.0,102,0.99414,3.27,0.78,12.80
1590,train,5,OK,rouge,6.6,0.73,0.20,7.80,0.073,29.0,79,0.99770,3.29,0.54,9.20
1591,train,6,OK,rouge,6.3,0.55,0.15,1.80,0.077,26.0,35,0.99314,3.32,0.82,11.60
1592,test,6,OK,rouge,5.4,0.74,0.09,1.70,0.089,16.0,26,0.99402,3.67,0.56,11.60
1593,train,6,OK,rouge,6.3,0.51,0.13,2.30,0.076,29.0,40,0.99574,3.42,0.75,11.00
1594,train,6,OK,rouge,6.8,0.62,0.08,1.90,0.068,28.0,38,0.99651,3.42,0.82,9.50
1595,validate,5,OK,rouge,6.2,0.60,0.08,2.00,0.090,32.0,44,0.99490,3.45,0.58,10.50
1596,train,6,OK,rouge,5.9,0.55,0.10,2.20,0.062,39.0,51,0.99512,3.52,0.76,11.20
1597,train,6,OK,rouge,6.3,0.51,0.13,2.30,0.076,29.0,40,0.99574,3.42,0.75,11.00
1598,train,5,OK,rouge,5.9,0.65,0.12,2.00,0.075,32.0,44,0.99547,3.57,0.71,10.20
1599,train,6,OK,rouge,6.0,0.31,0.47,3.60,0.067,18.0,42,0.99549,3.39,0.66,11.00
1600,validate,6,OK,blanc,7.0,0.27,0.36,20.70,0.045,45.0,170,1.00100,3.00,0.45,8.80
1601,test,6,OK,blanc,6.3,0.30,0.34,1.60,0.049,14.0,132,0.99400,3.30,0.49,9.50
1602,train,6,OK,blanc,8.1,0.28,0.40,6.90,0.050,30.0,97,0.99510,3.26,0.44,10.10
1603,train,6,OK,blanc,7.2,0.23,0.32,8.50,0.058,47.0,186,0.99560,3.19,0.40,9.90
1604,train,6,OK,blanc,7.2,0.23,0.32,8.50,0.058,47.0,186,0.99560,3.19,0.40,9.90
1605,train,6,OK,blanc,8.1,0.28,0.40,6.90,0.050,30.0,97,0.99510,3.26,0.44,10.10
1606,validate,6,OK,blanc,6.2,0.32,0.16,7.00,0.045,30.0,136,0.99490,3.18,0.47,9.60
1607,train,6,OK,blanc,7.0,0.27,0.36,20.70,0.045,45.0,170,1.00100,3.00,0.45,8.80
1608,test,6,OK,blanc,6.3,0.30,0.34,1.60,0.049,14.0,132,0.99400,3.30,0.49,9.50
1609,train,6,OK,blanc,8.1,0.22,0.43,1.50,0.044,28.0,129,0.99380,3.22,0.45,11.00
1610,train,5,OK,blanc,8.1,0.27,0.41,1.45,0.033,11.0,63,0.99080,2.99,0.56,12.00
1611,train,5,OK,blanc,8.6,0.23,0.40,4.20,0.035,17.0,109,0.99470,3.14,0.53,9.70
1612,train,5,OK,blanc,7.9,0.18,0.37,1.20,0.040,16.0,75,0.99200,3.18,0.63,10.80
1613,validate,7,Bon,blanc,6.6,0.16,0.40,1.50,0.044,48.0,143,0.99120,3.54,0.52,12.40
1614,train,5,OK,blanc,8.3,0.42,0.62,19.25,0.040,41.0,172,1.00020,2.98,0.67,9.70
1615,validate,7,Bon,blanc,6.6,0.17,0.38,1.50,0.032,28.0,112,0.99140,3.25,0.55,11.40
1616,validate,6,OK,blanc,6.3,0.48,0.04,1.10,0.046,30.0,99,0.99280,3.24,0.36,9.60
1617,test,8,Bon,blanc,6.2,0.66,0.48,1.20,0.029,29.0,75,0.98920,3.33,0.39,12.80
1618,train,6,OK,blanc,7.4,0.34,0.42,1.10,0.033,17.0,171,0.99170,3.12,0.53,11.30
1619,train,5,OK,blanc,6.5,0.31,0.14,7.50,0.044,34.0,133,0.99550,3.22,0.50,9.50
1620,train,8,Bon,blanc,6.2,0.66,0.48,1.20,0.029,29.0,75,0.98920,3.33,0.39,12.80
1621,train,7,Bon,blanc,6.4,0.31,0.38,2.90,0.038,19.0,102,0.99120,3.17,0.35,11.00
1622,test,8,Bon,blanc,6.8,0.26,0.42,1.70,0.049,41.0,122,0.99300,3.47,0.48,10.50
1623,validate,5,OK,blanc,7.6,0.67,0.14,1.50,0.074,25.0,168,0.99370,3.05,0.51,9.30
1624,train,6,OK,blanc,6.6,0.27,0.41,1.30,0.052,16.0,142,0.99510,3.42,0.47,10.00
1625,train,6,OK,blanc,7.0,0.25,0.32,9.00,0.046,56.0,245,0.99550,3.25,0.50,10.40
1626,test,6,OK,blanc,6.9,0.24,0.35,1.00,0.052,35.0,146,0.99300,3.45,0.44,10.00
1627,train,6,OK,blanc,7.0,0.28,0.39,8.70,0.051,32.0,141,0.99610,3.38,0.53,10.50
1628,validate,6,OK,blanc,7.4,0.27,0.48,1.10,0.047,17.0,132,0.99140,3.19,0.49,11.60
1629,validate,7,Bon,blanc,7.2,0.32,0.36,2.00,0.033,37.0,114,0.99060,3.10,0.71,12.30
1630,train,6,OK,blanc,8.5,0.24,0.39,10.40,0.044,20.0,142,0.99740,3.20,0.53,10.00
1631,train,6,OK,blanc,8.3,0.14,0.34,1.10,0.042,7.0,47,0.99340,3.47,0.40,10.20
1632,validate,6,OK,blanc,7.4,0.25,0.36,2.05,0.050,31.0,100,0.99200,3.19,0.44,10.80
1633,test,6,OK,blanc,6.2,0.12,0.34,1.50,0.045,43.0,117,0.99390,3.42,0.51,9.00
1634,validate,5,OK,blanc,5.8,0.27,0.20,14.95,0.044,22.0,179,0.99620,3.37,0.37,10.20
1635,test,5,OK,blanc,7.3,0.28,0.43,1.70,0.080,21.0,123,0.99050,3.19,0.42,12.80
1636,train,5,OK,blanc,6.5,0.39,0.23,5.40,0.051,25.0,149,0.99340,3.24,0.35,10.00
1637,train,6,OK,blanc,7.0,0.33,0.32,1.20,0.053,38.0,138,0.99060,3.13,0.28,11.20
1638,validate,5,OK,blanc,7.3,0.24,0.39,17.95,0.057,45.0,149,0.99990,3.21,0.36,8.60
1639,validate,5,OK,blanc,7.3,0.24,0.39,17.95,0.057,45.0,149,0.99990,3.21,0.36,8.60
1640,train,6,OK,blanc,6.7,0.23,0.39,2.50,0.172,63.0,158,0.99370,3.11,0.36,9.40
1641,train,6,OK,blanc,6.7,0.24,0.39,2.90,0.173,63.0,157,0.99370,3.10,0.34,9.40
1642,train,6,OK,blanc,7.0,0.31,0.26,7.40,0.069,28.0,160,0.99540,3.13,0.46,9.80
1643,validate,6,OK,blanc,6.6,0.24,0.27,1.40,0.057,33.0,152,0.99340,3.22,0.56,9.50
1644,train,6,OK,blanc,6.7,0.23,0.26,1.40,0.060,33.0,154,0.99340,3.24,0.56,9.50
1645,test,7,Bon,blanc,7.4,0.18,0.31,1.40,0.058,38.0,167,0.99310,3.16,0.53,10.00
1646,test,4,Mauvais,blanc,6.2,0.45,0.26,4.40,0.063,63.0,206,0.99400,3.27,0.52,9.80
1647,train,5,OK,blanc,6.2,0.46,0.25,4.40,0.066,62.0,207,0.99390,3.25,0.52,9.80
1648,train,6,OK,blanc,7.0,0.31,0.26,7.40,0.069,28.0,160,0.99540,3.13,0.46,9.80
1649,train,5,OK,blanc,6.9,0.19,0.35,5.00,0.067,32.0,150,0.99500,3.36,0.48,9.80
1650,test,6,OK,blanc,7.2,0.19,0.31,1.60,0.062,31.0,173,0.99170,3.35,0.44,11.70
1651,test,7,Bon,blanc,6.6,0.25,0.29,1.10,0.068,39.0,124,0.99140,3.34,0.58,11.00
1652,train,7,Bon,blanc,6.2,0.16,0.33,1.10,0.057,21.0,82,0.99100,3.32,0.46,10.90
1653,train,6,OK,blanc,6.4,0.18,0.35,1.00,0.045,39.0,108,0.99110,3.31,0.35,10.90
1654,validate,6,OK,blanc,6.8,0.20,0.59,0.90,0.147,38.0,132,0.99300,3.05,0.38,9.10
1655,validate,6,OK,blanc,6.9,0.25,0.35,1.30,0.039,29.0,191,0.99080,3.13,0.52,11.00
1656,train,6,OK,blanc,7.2,0.21,0.34,11.90,0.043,37.0,213,0.99620,3.09,0.50,9.60
1657,train,6,OK,blanc,6.0,0.19,0.26,12.40,0.048,50.0,147,0.99720,3.30,0.36,8.90
1658,train,6,OK,blanc,6.6,0.38,0.15,4.60,0.044,25.0,78,0.99310,3.11,0.38,10.20
1659,train,6,OK,blanc,7.4,0.20,0.36,1.20,0.038,44.0,111,0.99260,3.36,0.34,9.90
1660,train,6,OK,blanc,6.8,0.22,0.24,4.90,0.092,30.0,123,0.99510,3.03,0.46,8.60
1661,train,6,OK,blanc,6.0,0.19,0.26,12.40,0.048,50.0,147,0.99720,3.30,0.36,8.90
1662,train,5,OK,blanc,7.0,0.47,0.07,1.10,0.035,17.0,151,0.99100,3.02,0.34,10.50
1663,validate,6,OK,blanc,6.6,0.38,0.15,4.60,0.044,25.0,78,0.99310,3.11,0.38,10.20
1664,train,6,OK,blanc,7.2,0.24,0.27,1.40,0.038,31.0,122,0.99270,3.15,0.46,10.30
1665,train,5,OK,blanc,6.2,0.35,0.03,1.20,0.064,29.0,120,0.99340,3.22,0.54,9.10
1666,test,7,Bon,blanc,6.4,0.26,0.24,6.40,0.040,27.0,124,0.99030,3.22,0.49,12.60
1667,test,5,OK,blanc,6.7,0.25,0.13,1.20,0.041,81.0,174,0.99200,3.14,0.42,9.80
1668,validate,8,Bon,blanc,6.7,0.23,0.31,2.10,0.046,30.0,96,0.99260,3.33,0.64,10.70
1669,train,5,OK,blanc,7.4,0.24,0.29,10.10,0.050,21.0,105,0.99620,3.13,0.35,9.50
1670,train,6,OK,blanc,6.2,0.27,0.43,7.80,0.056,48.0,244,0.99560,3.10,0.51,9.00
1671,test,5,OK,blanc,6.8,0.30,0.23,4.60,0.061,50.5,239,0.99580,3.32,0.60,9.50
1672,train,5,OK,blanc,6.0,0.27,0.28,4.80,0.063,31.0,201,0.99640,3.69,0.71,10.00
1673,train,6,OK,blanc,8.6,0.23,0.46,1.00,0.054,9.0,72,0.99410,2.95,0.49,9.10
1674,train,8,Bon,blanc,6.7,0.23,0.31,2.10,0.046,30.0,96,0.99260,3.33,0.64,10.70
1675,test,5,OK,blanc,7.4,0.24,0.29,10.10,0.050,21.0,105,0.99620,3.13,0.35,9.50
1676,validate,7,Bon,blanc,7.1,0.18,0.36,1.40,0.043,31.0,87,0.98980,3.26,0.37,12.70
1677,validate,7,Bon,blanc,7.0,0.32,0.34,1.30,0.042,20.0,69,0.99120,3.31,0.65,12.00
1678,test,5,OK,blanc,7.4,0.18,0.30,8.80,0.064,26.0,103,0.99610,2.94,0.56,9.30
1679,validate,5,OK,blanc,6.7,0.54,0.28,5.40,0.060,21.0,105,0.99490,3.27,0.37,9.00
1680,test,6,OK,blanc,6.8,0.22,0.31,1.40,0.053,34.0,114,0.99290,3.39,0.77,10.60
1681,train,6,OK,blanc,7.1,0.20,0.34,16.00,0.050,51.0,166,0.99850,3.21,0.60,9.20
1682,validate,5,OK,blanc,7.1,0.34,0.20,6.10,0.063,47.0,164,0.99460,3.17,0.42,10.00
1683,validate,6,OK,blanc,7.3,0.22,0.30,8.20,0.047,42.0,207,0.99660,3.33,0.46,9.50
1684,validate,5,OK,blanc,7.1,0.43,0.61,11.80,0.045,54.0,155,0.99740,3.11,0.45,8.70
1685,test,6,OK,blanc,7.1,0.44,0.62,11.80,0.044,52.0,152,0.99750,3.12,0.46,8.70
1686,train,6,OK,blanc,7.2,0.39,0.63,11.00,0.044,55.0,156,0.99740,3.09,0.44,8.70
1687,train,6,OK,blanc,6.8,0.25,0.31,13.30,0.050,69.0,202,0.99720,3.22,0.48,9.70
1688,test,5,OK,blanc,7.1,0.43,0.61,11.80,0.045,54.0,155,0.99740,3.11,0.45,8.70
1689,train,6,OK,blanc,7.1,0.44,0.62,11.80,0.044,52.0,152,0.99750,3.12,0.46,8.70
1690,train,6,OK,blanc,7.2,0.39,0.63,11.00,0.044,55.0,156,0.99740,3.09,0.44,8.70
1691,train,5,OK,blanc,6.1,0.27,0.43,7.50,0.049,65.0,243,0.99570,3.12,0.47,9.00
1692,test,7,Bon,blanc,6.9,0.24,0.33,1.70,0.035,47.0,136,0.99000,3.26,0.40,12.60
1693,train,7,Bon,blanc,6.9,0.21,0.33,1.80,0.034,48.0,136,0.98990,3.25,0.41,12.60
1694,train,7,Bon,blanc,7.5,0.17,0.32,1.70,0.040,51.0,148,0.99160,3.21,0.44,11.50
1695,train,6,OK,blanc,7.1,0.26,0.29,12.40,0.044,62.0,240,0.99690,3.04,0.42,9.20
1696,train,6,OK,blanc,6.0,0.34,0.66,15.90,0.046,26.0,164,0.99790,3.14,0.50,8.80
1697,train,7,Bon,blanc,8.6,0.27,0.36,1.20,0.034,15.0,80,0.99130,2.95,0.36,11.40
1698,test,4,Mauvais,blanc,9.8,0.36,0.46,10.50,0.038,4.0,83,0.99560,2.89,0.30,10.10
1699,train,6,OK,blanc,6.0,0.34,0.66,15.90,0.046,26.0,164,0.99790,3.14,0.50,8.80
1700,train,5,OK,blanc,7.4,0.25,0.37,13.50,0.060,52.0,192,0.99750,3.00,0.44,9.10
1701,validate,5,OK,blanc,7.1,0.12,0.32,9.60,0.054,64.0,162,0.99620,3.40,0.41,9.40
1702,train,5,OK,blanc,6.0,0.21,0.24,12.10,0.050,55.0,164,0.99700,3.34,0.39,9.40
1703,train,5,OK,blanc,7.5,0.31,0.40,18.90,0.059,44.0,170,1.00000,2.99,0.46,9.00
1704,train,5,OK,blanc,7.4,0.25,0.37,13.50,0.060,52.0,192,0.99750,3.00,0.44,9.10
1705,validate,6,OK,blanc,7.3,0.13,0.32,14.40,0.051,34.0,109,0.99740,3.20,0.35,9.20
1706,train,5,OK,blanc,7.1,0.12,0.32,9.60,0.054,64.0,162,0.99620,3.40,0.41,9.40
1707,validate,6,OK,blanc,7.1,0.23,0.35,16.50,0.040,60.0,171,0.99900,3.16,0.59,9.10
1708,train,6,OK,blanc,7.1,0.23,0.35,16.50,0.040,60.0,171,0.99900,3.16,0.59,9.10
1709,train,5,OK,blanc,6.9,0.33,0.28,1.30,0.051,37.0,187,0.99270,3.27,0.60,10.30
1710,train,6,OK,blanc,6.5,0.17,0.54,8.50,0.082,64.0,163,0.99590,2.89,0.39,8.80
1711,test,5,OK,blanc,7.2,0.27,0.46,18.75,0.052,45.0,255,1.00000,3.04,0.52,8.90
1712,train,5,OK,blanc,7.2,0.31,0.50,13.30,0.056,68.0,195,0.99820,3.01,0.47,9.20
1713,train,5,OK,blanc,6.7,0.41,0.34,9.20,0.049,29.0,150,0.99680,3.22,0.51,9.10
1714,train,5,OK,blanc,6.7,0.41,0.34,9.20,0.049,29.0,150,0.99680,3.22,0.51,9.10
1715,train,4,Mauvais,blanc,5.5,0.49,0.00,1.50,0.065,8.0,103,0.99400,3.63,0.40,9.70
1716,train,6,OK,blanc,6.0,0.31,0.24,3.30,0.041,25.0,143,0.99140,3.31,0.44,11.30
1717,train,6,OK,blanc,7.0,0.14,0.40,1.70,0.035,16.0,85,0.99110,3.19,0.42,11.80
1718,train,5,OK,blanc,7.2,0.31,0.50,13.30,0.056,68.0,195,0.99820,3.01,0.47,9.20
1719,validate,5,OK,blanc,7.3,0.32,0.48,13.30,0.060,57.0,196,0.99820,3.04,0.50,9.20
1720,validate,5,OK,blanc,5.9,0.36,0.04,5.70,0.046,21.0,87,0.99340,3.22,0.51,10.20
1721,train,5,OK,blanc,7.8,0.24,0.32,12.20,0.054,42.0,138,0.99840,3.01,0.54,8.80
1722,train,5,OK,blanc,7.4,0.16,0.31,6.85,0.059,31.0,131,0.99520,3.29,0.34,9.70
1723,validate,6,OK,blanc,6.9,0.19,0.28,5.00,0.058,14.0,146,0.99520,3.29,0.36,9.10
1724,test,6,OK,blanc,6.4,0.13,0.47,1.60,0.092,40.0,158,0.99280,3.21,0.36,9.80
1725,test,6,OK,blanc,6.7,0.19,0.36,1.10,0.026,63.0,143,0.99120,3.27,0.48,11.00
1726,test,5,OK,blanc,7.4,0.39,0.23,7.00,0.033,29.0,126,0.99400,3.14,0.42,10.50
1727,train,7,Bon,blanc,6.5,0.24,0.32,7.60,0.038,48.0,203,0.99580,3.45,0.54,9.70
1728,train,7,Bon,blanc,6.1,0.30,0.56,2.80,0.044,47.0,179,0.99240,3.30,0.57,10.90
1729,test,6,OK,blanc,6.1,0.30,0.56,2.70,0.046,46.0,184,0.99240,3.31,0.57,10.90
1730,train,5,OK,blanc,5.7,0.26,0.25,10.40,0.020,7.0,57,0.99400,3.39,0.37,10.60
1731,validate,7,Bon,blanc,6.5,0.24,0.32,7.60,0.038,48.0,203,0.99580,3.45,0.54,9.70
1732,train,5,OK,blanc,6.5,0.43,0.40,13.10,0.038,59.0,241,0.99790,3.23,0.57,9.00
1733,train,5,OK,blanc,6.6,0.24,0.27,15.80,0.035,46.0,188,0.99820,3.24,0.51,9.20
1734,train,5,OK,blanc,6.8,0.27,0.22,8.10,0.034,55.0,203,0.99610,3.19,0.52,8.90
1735,train,5,OK,blanc,6.7,0.27,0.31,15.70,0.036,44.0,179,0.99790,3.26,0.56,9.60
1736,validate,6,OK,blanc,8.2,0.23,0.40,1.20,0.027,36.0,121,0.99200,3.12,0.38,10.70
1737,train,5,OK,blanc,7.1,0.37,0.67,10.50,0.045,49.0,155,0.99750,3.16,0.44,8.70
1738,train,7,Bon,blanc,6.8,0.19,0.36,1.90,0.035,30.0,96,0.99170,3.15,0.54,10.80
1739,train,6,OK,blanc,8.1,0.28,0.39,1.90,0.029,18.0,79,0.99230,3.23,0.52,11.80
1740,train,5,OK,blanc,6.3,0.31,0.34,2.20,0.045,20.0,77,0.99270,3.30,0.43,10.20
1741,validate,5,OK,blanc,7.1,0.37,0.67,10.50,0.045,49.0,155,0.99750,3.16,0.44,8.70
1742,train,6,OK,blanc,7.9,0.21,0.40,1.20,0.039,38.0,107,0.99200,3.21,0.54,10.80
1743,train,6,OK,blanc,8.5,0.21,0.41,4.30,0.036,24.0,99,0.99470,3.18,0.53,9.70
1744,train,6,OK,blanc,8.1,0.20,0.40,2.00,0.037,19.0,87,0.99210,3.12,0.54,11.20
1745,test,6,OK,blanc,6.3,0.26,0.37,1.10,0.040,37.0,114,0.99050,3.00,0.39,10.90
1746,test,6,OK,blanc,5.6,0.16,0.27,1.40,0.044,53.0,168,0.99180,3.28,0.37,10.10
1747,test,4,Mauvais,blanc,6.4,0.60,0.14,5.20,0.058,15.0,97,0.99510,3.38,0.36,9.00
1748,train,7,Bon,blanc,6.3,0.34,0.33,4.60,0.034,19.0,80,0.99170,3.38,0.58,12.00
1749,train,6,OK,blanc,6.9,0.25,0.30,4.10,0.054,23.0,116,0.99400,2.99,0.38,9.40
1750,train,7,Bon,blanc,7.9,0.22,0.38,8.00,0.043,46.0,152,0.99340,3.12,0.32,11.50
1751,validate,6,OK,blanc,7.6,0.18,0.46,10.20,0.055,58.0,135,0.99680,3.14,0.43,9.90
1752,train,6,OK,blanc,6.9,0.25,0.30,4.10,0.054,23.0,116,0.99400,2.99,0.38,9.40
1753,train,5,OK,blanc,7.2,0.18,0.41,1.20,0.048,41.0,97,0.99190,3.14,0.45,10.40
1754,train,6,OK,blanc,8.2,0.23,0.40,7.50,0.049,12.0,76,0.99660,3.06,0.84,9.70
1755,train,6,OK,blanc,7.4,0.24,0.42,14.00,0.066,48.0,198,0.99790,2.89,0.42,8.90
1756,train,6,OK,blanc,7.4,0.24,0.42,14.00,0.066,48.0,198,0.99790,2.89,0.42,8.90
1757,train,7,Bon,blanc,6.1,0.32,0.24,1.50,0.036,38.0,124,0.98980,3.29,0.42,12.40
1758,train,8,Bon,blanc,5.2,0.44,0.04,1.40,0.036,43.0,119,0.98940,3.36,0.33,12.10
1759,test,8,Bon,blanc,5.2,0.44,0.04,1.40,0.036,43.0,119,0.98940,3.36,0.33,12.10
1760,train,7,Bon,blanc,6.1,0.32,0.24,1.50,0.036,38.0,124,0.98980,3.29,0.42,12.40
1761,validate,5,OK,blanc,6.4,0.22,0.56,14.50,0.055,27.0,159,0.99800,2.98,0.40,9.10
1762,test,5,OK,blanc,6.3,0.36,0.30,4.80,0.049,14.0,85,0.99320,3.28,0.39,10.60
1763,test,6,OK,blanc,7.4,0.24,0.42,14.00,0.066,48.0,198,0.99790,2.89,0.42,8.90
1764,validate,5,OK,blanc,6.7,0.24,0.35,13.10,0.050,64.0,205,0.99700,3.15,0.50,9.50
